agreement,disagreement,number,subject_index,verb_index,completed
De groep vrienden onthoudt,De groep vrienden onthouden,singular,1,3,De groep vrienden onthoudt de persoon.
De groep vrienden bemoedigt,De groep vrienden bemoedigen,singular,1,3,De groep vrienden bemoedigt de persoon.
De groep vrienden observeert,De groep vrienden observeren,singular,1,3,De groep vrienden observeert de persoon.
De groep vrienden inspireert,De groep vrienden inspireren,singular,1,3,De groep vrienden inspireert de persoon.
De groep vrienden kent,De groep vrienden kennen,singular,1,3,De groep vrienden kent de persoon.
De groep vrienden vermijdt,De groep vrienden vermijden,singular,1,3,De groep vrienden vermijdt de persoon.
De groep vrienden ontmoedigt,De groep vrienden ontmoedigen,singular,1,3,De groep vrienden ontmoedigt de persoon.
De groep vrienden bekritiseert,De groep vrienden bekritiseren,singular,1,3,De groep vrienden bekritiseert de persoon.
De groep vrienden bewondert,De groep vrienden bewonderen,singular,1,3,De groep vrienden bewondert de persoon.
De groep kinderen groet,De groep kinderen groeten,singular,1,3,De groep kinderen groet de persoon.
De groep kinderen begrijpt,De groep kinderen begrijpen,singular,1,3,De groep kinderen begrijpt de persoon.
De groep kinderen stimuleert,De groep kinderen stimuleren,singular,1,3,De groep kinderen stimuleert de persoon.
De groep kinderen onthoudt,De groep kinderen onthouden,singular,1,3,De groep kinderen onthoudt de persoon.
De groep kinderen bemoedigt,De groep kinderen bemoedigen,singular,1,3,De groep kinderen bemoedigt de persoon.
De groep kinderen observeert,De groep kinderen observeren,singular,1,3,De groep kinderen observeert de persoon.
De groep kinderen inspireert,De groep kinderen inspireren,singular,1,3,De groep kinderen inspireert de persoon.
De groep kinderen kent,De groep kinderen kennen,singular,1,3,De groep kinderen kent de persoon.
De groep kinderen vermijdt,De groep kinderen vermijden,singular,1,3,De groep kinderen vermijdt de persoon.
De groep kinderen ontmoedigt,De groep kinderen ontmoedigen,singular,1,3,De groep kinderen ontmoedigt de persoon.
De groep kinderen bekritiseert,De groep kinderen bekritiseren,singular,1,3,De groep kinderen bekritiseert de persoon.
De groep kinderen bewondert,De groep kinderen bewonderen,singular,1,3,De groep kinderen bewondert de persoon.
De groep atleten groet,De groep atleten groeten,singular,1,3,De groep atleten groet de persoon.
De groep atleten begrijpt,De groep atleten begrijpen,singular,1,3,De groep atleten begrijpt de persoon.
De groep atleten stimuleert,De groep atleten stimuleren,singular,1,3,De groep atleten stimuleert de persoon.
De groep atleten onthoudt,De groep atleten onthouden,singular,1,3,De groep atleten onthoudt de persoon.
De groep atleten bemoedigt,De groep atleten bemoedigen,singular,1,3,De groep atleten bemoedigt de persoon.
De groep atleten observeert,De groep atleten observeren,singular,1,3,De groep atleten observeert de persoon.
De groep atleten inspireert,De groep atleten inspireren,singular,1,3,De groep atleten inspireert de persoon.
De groep atleten kent,De groep atleten kennen,singular,1,3,De groep atleten kent de persoon.
De groep atleten vermijdt,De groep atleten vermijden,singular,1,3,De groep atleten vermijdt de persoon.
De groep atleten ontmoedigt,De groep atleten ontmoedigen,singular,1,3,De groep atleten ontmoedigt de persoon.
De groep atleten bekritiseert,De groep atleten bekritiseren,singular,1,3,De groep atleten bekritiseert de persoon.
De groep atleten bewondert,De groep atleten bewonderen,singular,1,3,De groep atleten bewondert de persoon.
De groep timmermannen groet,De groep timmermannen groeten,singular,1,3,De groep timmermannen groet de persoon.
De groep timmermannen begrijpt,De groep timmermannen begrijpen,singular,1,3,De groep timmermannen begrijpt de persoon.
De groep timmermannen stimuleert,De groep timmermannen stimuleren,singular,1,3,De groep timmermannen stimuleert de persoon.
De groep timmermannen onthoudt,De groep timmermannen onthouden,singular,1,3,De groep timmermannen onthoudt de persoon.
De groep timmermannen bemoedigt,De groep timmermannen bemoedigen,singular,1,3,De groep timmermannen bemoedigt de persoon.
De groep timmermannen observeert,De groep timmermannen observeren,singular,1,3,De groep timmermannen observeert de persoon.
De groep timmermannen inspireert,De groep timmermannen inspireren,singular,1,3,De groep timmermannen inspireert de persoon.
De groep timmermannen kent,De groep timmermannen kennen,singular,1,3,De groep timmermannen kent de persoon.
De groep timmermannen vermijdt,De groep timmermannen vermijden,singular,1,3,De groep timmermannen vermijdt de persoon.
De groep timmermannen ontmoedigt,De groep timmermannen ontmoedigen,singular,1,3,De groep timmermannen ontmoedigt de persoon.
De groep timmermannen bekritiseert,De groep timmermannen bekritiseren,singular,1,3,De groep timmermannen bekritiseert de persoon.
De groep timmermannen bewondert,De groep timmermannen bewonderen,singular,1,3,De groep timmermannen bewondert de persoon.
De groep venten groet,De groep venten groeten,singular,1,3,De groep venten groet de persoon.
De groep venten begrijpt,De groep venten begrijpen,singular,1,3,De groep venten begrijpt de persoon.
De groep venten stimuleert,De groep venten stimuleren,singular,1,3,De groep venten stimuleert de persoon.
De groep venten onthoudt,De groep venten onthouden,singular,1,3,De groep venten onthoudt de persoon.
De groep venten bemoedigt,De groep venten bemoedigen,singular,1,3,De groep venten bemoedigt de persoon.
De groep venten observeert,De groep venten observeren,singular,1,3,De groep venten observeert de persoon.
De groep venten inspireert,De groep venten inspireren,singular,1,3,De groep venten inspireert de persoon.
De groep venten kent,De groep venten kennen,singular,1,3,De groep venten kent de persoon.
De groep venten vermijdt,De groep venten vermijden,singular,1,3,De groep venten vermijdt de persoon.
De groep venten ontmoedigt,De groep venten ontmoedigen,singular,1,3,De groep venten ontmoedigt de persoon.
De groep venten bekritiseert,De groep venten bekritiseren,singular,1,3,De groep venten bekritiseert de persoon.
De groep venten bewondert,De groep venten bewonderen,singular,1,3,De groep venten bewondert de persoon.
De groep meisjes groet,De groep meisjes groeten,singular,1,3,De groep meisjes groet de persoon.
De groep meisjes begrijpt,De groep meisjes begrijpen,singular,1,3,De groep meisjes begrijpt de persoon.
De groep meisjes stimuleert,De groep meisjes stimuleren,singular,1,3,De groep meisjes stimuleert de persoon.
De groep meisjes onthoudt,De groep meisjes onthouden,singular,1,3,De groep meisjes onthoudt de persoon.
De groep meisjes bemoedigt,De groep meisjes bemoedigen,singular,1,3,De groep meisjes bemoedigt de persoon.
De groep meisjes observeert,De groep meisjes observeren,singular,1,3,De groep meisjes observeert de persoon.
De groep meisjes inspireert,De groep meisjes inspireren,singular,1,3,De groep meisjes inspireert de persoon.
De groep meisjes kent,De groep meisjes kennen,singular,1,3,De groep meisjes kent de persoon.
De groep meisjes vermijdt,De groep meisjes vermijden,singular,1,3,De groep meisjes vermijdt de persoon.
De groep meisjes ontmoedigt,De groep meisjes ontmoedigen,singular,1,3,De groep meisjes ontmoedigt de persoon.
De groep meisjes bekritiseert,De groep meisjes bekritiseren,singular,1,3,De groep meisjes bekritiseert de persoon.
De groep meisjes bewondert,De groep meisjes bewonderen,singular,1,3,De groep meisjes bewondert de persoon.
De groep tantes groet,De groep tantes groeten,singular,1,3,De groep tantes groet de persoon.
De groep tantes begrijpt,De groep tantes begrijpen,singular,1,3,De groep tantes begrijpt de persoon.
De groep tantes stimuleert,De groep tantes stimuleren,singular,1,3,De groep tantes stimuleert de persoon.
De groep tantes onthoudt,De groep tantes onthouden,singular,1,3,De groep tantes onthoudt de persoon.
De groep tantes bemoedigt,De groep tantes bemoedigen,singular,1,3,De groep tantes bemoedigt de persoon.
De groep tantes observeert,De groep tantes observeren,singular,1,3,De groep tantes observeert de persoon.
De groep tantes inspireert,De groep tantes inspireren,singular,1,3,De groep tantes inspireert de persoon.
De groep tantes kent,De groep tantes kennen,singular,1,3,De groep tantes kent de persoon.
De groep tantes vermijdt,De groep tantes vermijden,singular,1,3,De groep tantes vermijdt de persoon.
De groep tantes ontmoedigt,De groep tantes ontmoedigen,singular,1,3,De groep tantes ontmoedigt de persoon.
De groep tantes bekritiseert,De groep tantes bekritiseren,singular,1,3,De groep tantes bekritiseert de persoon.
De groep tantes bewondert,De groep tantes bewonderen,singular,1,3,De groep tantes bewondert de persoon.
De groep dichters groet,De groep dichters groeten,singular,1,3,De groep dichters groet de persoon.
De groep dichters begrijpt,De groep dichters begrijpen,singular,1,3,De groep dichters begrijpt de persoon.
De groep dichters stimuleert,De groep dichters stimuleren,singular,1,3,De groep dichters stimuleert de persoon.
De groep dichters onthoudt,De groep dichters onthouden,singular,1,3,De groep dichters onthoudt de persoon.
De groep dichters bemoedigt,De groep dichters bemoedigen,singular,1,3,De groep dichters bemoedigt de persoon.
De groep dichters observeert,De groep dichters observeren,singular,1,3,De groep dichters observeert de persoon.
De groep dichters inspireert,De groep dichters inspireren,singular,1,3,De groep dichters inspireert de persoon.
De groep dichters kent,De groep dichters kennen,singular,1,3,De groep dichters kent de persoon.
De groep dichters vermijdt,De groep dichters vermijden,singular,1,3,De groep dichters vermijdt de persoon.
De groep dichters ontmoedigt,De groep dichters ontmoedigen,singular,1,3,De groep dichters ontmoedigt de persoon.
De groep dichters bekritiseert,De groep dichters bekritiseren,singular,1,3,De groep dichters bekritiseert de persoon.
De groep dichters bewondert,De groep dichters bewonderen,singular,1,3,De groep dichters bewondert de persoon.
De groep jongens groet,De groep jongens groeten,singular,1,3,De groep jongens groet de persoon.
De groep jongens begrijpt,De groep jongens begrijpen,singular,1,3,De groep jongens begrijpt de persoon.
De groep jongens stimuleert,De groep jongens stimuleren,singular,1,3,De groep jongens stimuleert de persoon.
De groep jongens onthoudt,De groep jongens onthouden,singular,1,3,De groep jongens onthoudt de persoon.
De groep jongens bemoedigt,De groep jongens bemoedigen,singular,1,3,De groep jongens bemoedigt de persoon.
De groep jongens observeert,De groep jongens observeren,singular,1,3,De groep jongens observeert de persoon.
De groep jongens inspireert,De groep jongens inspireren,singular,1,3,De groep jongens inspireert de persoon.
De groep jongens kent,De groep jongens kennen,singular,1,3,De groep jongens kent de persoon.
De groep jongens vermijdt,De groep jongens vermijden,singular,1,3,De groep jongens vermijdt de persoon.
De groep jongens ontmoedigt,De groep jongens ontmoedigen,singular,1,3,De groep jongens ontmoedigt de persoon.
De groep jongens bekritiseert,De groep jongens bekritiseren,singular,1,3,De groep jongens bekritiseert de persoon.
De groep jongens bewondert,De groep jongens bewonderen,singular,1,3,De groep jongens bewondert de persoon.
De groep leraren groet,De groep leraren groeten,singular,1,3,De groep leraren groet de persoon.
De groep leraren begrijpt,De groep leraren begrijpen,singular,1,3,De groep leraren begrijpt de persoon.
De groep leraren stimuleert,De groep leraren stimuleren,singular,1,3,De groep leraren stimuleert de persoon.
De groep leraren onthoudt,De groep leraren onthouden,singular,1,3,De groep leraren onthoudt de persoon.
De groep leraren bemoedigt,De groep leraren bemoedigen,singular,1,3,De groep leraren bemoedigt de persoon.
De groep leraren observeert,De groep leraren observeren,singular,1,3,De groep leraren observeert de persoon.
De groep leraren inspireert,De groep leraren inspireren,singular,1,3,De groep leraren inspireert de persoon.
De groep leraren kent,De groep leraren kennen,singular,1,3,De groep leraren kent de persoon.
De groep leraren vermijdt,De groep leraren vermijden,singular,1,3,De groep leraren vermijdt de persoon.
De groep leraren ontmoedigt,De groep leraren ontmoedigen,singular,1,3,De groep leraren ontmoedigt de persoon.
De groep leraren bekritiseert,De groep leraren bekritiseren,singular,1,3,De groep leraren bekritiseert de persoon.
De groep leraren bewondert,De groep leraren bewonderen,singular,1,3,De groep leraren bewondert de persoon.
De groep ooms groet,De groep ooms groeten,singular,1,3,De groep ooms groet de persoon.
De groep ooms begrijpt,De groep ooms begrijpen,singular,1,3,De groep ooms begrijpt de persoon.
De groep ooms stimuleert,De groep ooms stimuleren,singular,1,3,De groep ooms stimuleert de persoon.
De groep ooms onthoudt,De groep ooms onthouden,singular,1,3,De groep ooms onthoudt de persoon.
De groep ooms bemoedigt,De groep ooms bemoedigen,singular,1,3,De groep ooms bemoedigt de persoon.
De groep ooms observeert,De groep ooms observeren,singular,1,3,De groep ooms observeert de persoon.
De groep ooms inspireert,De groep ooms inspireren,singular,1,3,De groep ooms inspireert de persoon.
De groep ooms kent,De groep ooms kennen,singular,1,3,De groep ooms kent de persoon.
De groep ooms vermijdt,De groep ooms vermijden,singular,1,3,De groep ooms vermijdt de persoon.
De groep ooms ontmoedigt,De groep ooms ontmoedigen,singular,1,3,De groep ooms ontmoedigt de persoon.
De groep ooms bekritiseert,De groep ooms bekritiseren,singular,1,3,De groep ooms bekritiseert de persoon.
De groep ooms bewondert,De groep ooms bewonderen,singular,1,3,De groep ooms bewondert de persoon.
De groep slachtoffers groet,De groep slachtoffers groeten,singular,1,3,De groep slachtoffers groet de persoon.
De groep slachtoffers begrijpt,De groep slachtoffers begrijpen,singular,1,3,De groep slachtoffers begrijpt de persoon.
De groep slachtoffers stimuleert,De groep slachtoffers stimuleren,singular,1,3,De groep slachtoffers stimuleert de persoon.
De groep slachtoffers onthoudt,De groep slachtoffers onthouden,singular,1,3,De groep slachtoffers onthoudt de persoon.
De groep slachtoffers bemoedigt,De groep slachtoffers bemoedigen,singular,1,3,De groep slachtoffers bemoedigt de persoon.
De groep slachtoffers observeert,De groep slachtoffers observeren,singular,1,3,De groep slachtoffers observeert de persoon.
De groep slachtoffers inspireert,De groep slachtoffers inspireren,singular,1,3,De groep slachtoffers inspireert de persoon.
De groep slachtoffers kent,De groep slachtoffers kennen,singular,1,3,De groep slachtoffers kent de persoon.
De groep slachtoffers vermijdt,De groep slachtoffers vermijden,singular,1,3,De groep slachtoffers vermijdt de persoon.
De groep slachtoffers ontmoedigt,De groep slachtoffers ontmoedigen,singular,1,3,De groep slachtoffers ontmoedigt de persoon.
De groep slachtoffers bekritiseert,De groep slachtoffers bekritiseren,singular,1,3,De groep slachtoffers bekritiseert de persoon.
De groep slachtoffers bewondert,De groep slachtoffers bewonderen,singular,1,3,De groep slachtoffers bewondert de persoon.
De groep moeders groet,De groep moeders groeten,singular,1,3,De groep moeders groet de persoon.
De groep moeders begrijpt,De groep moeders begrijpen,singular,1,3,De groep moeders begrijpt de persoon.
De groep moeders stimuleert,De groep moeders stimuleren,singular,1,3,De groep moeders stimuleert de persoon.
De groep moeders onthoudt,De groep moeders onthouden,singular,1,3,De groep moeders onthoudt de persoon.
De groep moeders bemoedigt,De groep moeders bemoedigen,singular,1,3,De groep moeders bemoedigt de persoon.
De groep moeders observeert,De groep moeders observeren,singular,1,3,De groep moeders observeert de persoon.
De groep moeders inspireert,De groep moeders inspireren,singular,1,3,De groep moeders inspireert de persoon.
De groep moeders kent,De groep moeders kennen,singular,1,3,De groep moeders kent de persoon.
De groep moeders vermijdt,De groep moeders vermijden,singular,1,3,De groep moeders vermijdt de persoon.
De groep moeders ontmoedigt,De groep moeders ontmoedigen,singular,1,3,De groep moeders ontmoedigt de persoon.
De groep moeders bekritiseert,De groep moeders bekritiseren,singular,1,3,De groep moeders bekritiseert de persoon.
De groep moeders bewondert,De groep moeders bewonderen,singular,1,3,De groep moeders bewondert de persoon.
De groep zangers groet,De groep zangers groeten,singular,1,3,De groep zangers groet de persoon.
De groep zangers begrijpt,De groep zangers begrijpen,singular,1,3,De groep zangers begrijpt de persoon.
De groep zangers stimuleert,De groep zangers stimuleren,singular,1,3,De groep zangers stimuleert de persoon.
De groep zangers onthoudt,De groep zangers onthouden,singular,1,3,De groep zangers onthoudt de persoon.
De groep zangers bemoedigt,De groep zangers bemoedigen,singular,1,3,De groep zangers bemoedigt de persoon.
De groep zangers observeert,De groep zangers observeren,singular,1,3,De groep zangers observeert de persoon.
De groep zangers inspireert,De groep zangers inspireren,singular,1,3,De groep zangers inspireert de persoon.
De groep zangers kent,De groep zangers kennen,singular,1,3,De groep zangers kent de persoon.
De groep zangers vermijdt,De groep zangers vermijden,singular,1,3,De groep zangers vermijdt de persoon.
De groep zangers ontmoedigt,De groep zangers ontmoedigen,singular,1,3,De groep zangers ontmoedigt de persoon.
De groep zangers bekritiseert,De groep zangers bekritiseren,singular,1,3,De groep zangers bekritiseert de persoon.
De groep zangers bewondert,De groep zangers bewonderen,singular,1,3,De groep zangers bewondert de persoon.
De groep vrouwen groet,De groep vrouwen groeten,singular,1,3,De groep vrouwen groet de persoon.
De groep vrouwen begrijpt,De groep vrouwen begrijpen,singular,1,3,De groep vrouwen begrijpt de persoon.
De groep vrouwen stimuleert,De groep vrouwen stimuleren,singular,1,3,De groep vrouwen stimuleert de persoon.
De groep vrouwen onthoudt,De groep vrouwen onthouden,singular,1,3,De groep vrouwen onthoudt de persoon.
De groep vrouwen bemoedigt,De groep vrouwen bemoedigen,singular,1,3,De groep vrouwen bemoedigt de persoon.
De groep vrouwen observeert,De groep vrouwen observeren,singular,1,3,De groep vrouwen observeert de persoon.
De groep vrouwen inspireert,De groep vrouwen inspireren,singular,1,3,De groep vrouwen inspireert de persoon.
De groep vrouwen kent,De groep vrouwen kennen,singular,1,3,De groep vrouwen kent de persoon.
De groep vrouwen vermijdt,De groep vrouwen vermijden,singular,1,3,De groep vrouwen vermijdt de persoon.
De groep vrouwen ontmoedigt,De groep vrouwen ontmoedigen,singular,1,3,De groep vrouwen ontmoedigt de persoon.
De groep vrouwen bekritiseert,De groep vrouwen bekritiseren,singular,1,3,De groep vrouwen bekritiseert de persoon.
De groep vrouwen bewondert,De groep vrouwen bewonderen,singular,1,3,De groep vrouwen bewondert de persoon.
Het stel vaders groet,Het stel vaders groeten,singular,1,3,Het stel vaders groet de persoon.
Het stel vaders begrijpt,Het stel vaders begrijpen,singular,1,3,Het stel vaders begrijpt de persoon.
Het stel vaders stimuleert,Het stel vaders stimuleren,singular,1,3,Het stel vaders stimuleert de persoon.
Het stel vaders onthoudt,Het stel vaders onthouden,singular,1,3,Het stel vaders onthoudt de persoon.
Het stel vaders bemoedigt,Het stel vaders bemoedigen,singular,1,3,Het stel vaders bemoedigt de persoon.
Het stel vaders observeert,Het stel vaders observeren,singular,1,3,Het stel vaders observeert de persoon.
Het stel vaders inspireert,Het stel vaders inspireren,singular,1,3,Het stel vaders inspireert de persoon.
Het stel vaders kent,Het stel vaders kennen,singular,1,3,Het stel vaders kent de persoon.
Het stel vaders vermijdt,Het stel vaders vermijden,singular,1,3,Het stel vaders vermijdt de persoon.
Het stel vaders ontmoedigt,Het stel vaders ontmoedigen,singular,1,3,Het stel vaders ontmoedigt de persoon.
Het stel vaders bekritiseert,Het stel vaders bekritiseren,singular,1,3,Het stel vaders bekritiseert de persoon.
Het stel vaders bewondert,Het stel vaders bewonderen,singular,1,3,Het stel vaders bewondert de persoon.
Het stel doktoren groet,Het stel doktoren groeten,singular,1,3,Het stel doktoren groet de persoon.
Het stel doktoren begrijpt,Het stel doktoren begrijpen,singular,1,3,Het stel doktoren begrijpt de persoon.
Het stel doktoren stimuleert,Het stel doktoren stimuleren,singular,1,3,Het stel doktoren stimuleert de persoon.
Het stel doktoren onthoudt,Het stel doktoren onthouden,singular,1,3,Het stel doktoren onthoudt de persoon.
Het stel doktoren bemoedigt,Het stel doktoren bemoedigen,singular,1,3,Het stel doktoren bemoedigt de persoon.
Het stel doktoren observeert,Het stel doktoren observeren,singular,1,3,Het stel doktoren observeert de persoon.
Het stel doktoren inspireert,Het stel doktoren inspireren,singular,1,3,Het stel doktoren inspireert de persoon.
Het stel doktoren kent,Het stel doktoren kennen,singular,1,3,Het stel doktoren kent de persoon.
Het stel doktoren vermijdt,Het stel doktoren vermijden,singular,1,3,Het stel doktoren vermijdt de persoon.
Het stel doktoren ontmoedigt,Het stel doktoren ontmoedigen,singular,1,3,Het stel doktoren ontmoedigt de persoon.
Het stel doktoren bekritiseert,Het stel doktoren bekritiseren,singular,1,3,Het stel doktoren bekritiseert de persoon.
Het stel doktoren bewondert,Het stel doktoren bewonderen,singular,1,3,Het stel doktoren bewondert de persoon.
Het stel mannen groet,Het stel mannen groeten,singular,1,3,Het stel mannen groet de persoon.
Het stel mannen begrijpt,Het stel mannen begrijpen,singular,1,3,Het stel mannen begrijpt de persoon.
Het stel mannen stimuleert,Het stel mannen stimuleren,singular,1,3,Het stel mannen stimuleert de persoon.
Het stel mannen onthoudt,Het stel mannen onthouden,singular,1,3,Het stel mannen onthoudt de persoon.
Het stel mannen bemoedigt,Het stel mannen bemoedigen,singular,1,3,Het stel mannen bemoedigt de persoon.
Het stel mannen observeert,Het stel mannen observeren,singular,1,3,Het stel mannen observeert de persoon.
Het stel mannen inspireert,Het stel mannen inspireren,singular,1,3,Het stel mannen inspireert de persoon.
Het stel mannen kent,Het stel mannen kennen,singular,1,3,Het stel mannen kent de persoon.
Het stel mannen vermijdt,Het stel mannen vermijden,singular,1,3,Het stel mannen vermijdt de persoon.
Het stel mannen ontmoedigt,Het stel mannen ontmoedigen,singular,1,3,Het stel mannen ontmoedigt de persoon.
Het stel mannen bekritiseert,Het stel mannen bekritiseren,singular,1,3,Het stel mannen bekritiseert de persoon.
Het stel mannen bewondert,Het stel mannen bewonderen,singular,1,3,Het stel mannen bewondert de persoon.
Het stel boeren groet,Het stel boeren groeten,singular,1,3,Het stel boeren groet de persoon.
Het stel boeren begrijpt,Het stel boeren begrijpen,singular,1,3,Het stel boeren begrijpt de persoon.
Het stel boeren stimuleert,Het stel boeren stimuleren,singular,1,3,Het stel boeren stimuleert de persoon.
Het stel boeren onthoudt,Het stel boeren onthouden,singular,1,3,Het stel boeren onthoudt de persoon.
Het stel boeren bemoedigt,Het stel boeren bemoedigen,singular,1,3,Het stel boeren bemoedigt de persoon.
Het stel boeren observeert,Het stel boeren observeren,singular,1,3,Het stel boeren observeert de persoon.
Het stel boeren inspireert,Het stel boeren inspireren,singular,1,3,Het stel boeren inspireert de persoon.
Het stel boeren kent,Het stel boeren kennen,singular,1,3,Het stel boeren kent de persoon.
Het stel boeren vermijdt,Het stel boeren vermijden,singular,1,3,Het stel boeren vermijdt de persoon.
Het stel boeren ontmoedigt,Het stel boeren ontmoedigen,singular,1,3,Het stel boeren ontmoedigt de persoon.
Het stel boeren bekritiseert,Het stel boeren bekritiseren,singular,1,3,Het stel boeren bekritiseert de persoon.
