agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De persoon herkent	De persoon herkennen	herkent	herkennen	1	2	singular	De persoon herkent de persoon.
De persoon hoort	De persoon horen	hoort	horen	1	2	singular	De persoon hoort de persoon.
De persoon bekritiseert	De persoon bekritiseren	bekritiseert	bekritiseren	1	2	singular	De persoon bekritiseert de persoon.
De persoon kent	De persoon kennen	kent	kennen	1	2	singular	De persoon kent de persoon.
De persoon roept	De persoon roepen	roept	roepen	1	2	singular	De persoon roept de persoon.
De persoon mist	De persoon missen	mist	missen	1	2	singular	De persoon mist de persoon.
De zanger begrijpt	De zanger begrijpen	begrijpt	begrijpen	1	2	singular	De zanger begrijpt de persoon.
De zanger vertrouwt	De zanger vertrouwen	vertrouwt	vertrouwen	1	2	singular	De zanger vertrouwt de persoon.
De zanger verleidt	De zanger verleiden	verleidt	verleiden	1	2	singular	De zanger verleidt de persoon.
De zanger ziet	De zanger zien	ziet	zien	1	2	singular	De zanger ziet de persoon.
De zanger vermijdt	De zanger vermijden	vermijdt	vermijden	1	2	singular	De zanger vermijdt de persoon.
De zanger onderzoekt	De zanger onderzoeken	onderzoekt	onderzoeken	1	2	singular	De zanger onderzoekt de persoon.
De zanger groet	De zanger groeten	groet	groeten	1	2	singular	De zanger groet de persoon.
De zanger stimuleert	De zanger stimuleren	stimuleert	stimuleren	1	2	singular	De zanger stimuleert de persoon.
De zanger herkent	De zanger herkennen	herkent	herkennen	1	2	singular	De zanger herkent de persoon.
De zanger hoort	De zanger horen	hoort	horen	1	2	singular	De zanger hoort de persoon.
De zanger bekritiseert	De zanger bekritiseren	bekritiseert	bekritiseren	1	2	singular	De zanger bekritiseert de persoon.
De zanger kent	De zanger kennen	kent	kennen	1	2	singular	De zanger kent de persoon.
De zanger roept	De zanger roepen	roept	roepen	1	2	singular	De zanger roept de persoon.
De zanger mist	De zanger missen	mist	missen	1	2	singular	De zanger mist de persoon.
De moeder begrijpt	De moeder begrijpen	begrijpt	begrijpen	1	2	singular	De moeder begrijpt de persoon.
De moeder vertrouwt	De moeder vertrouwen	vertrouwt	vertrouwen	1	2	singular	De moeder vertrouwt de persoon.
De moeder verleidt	De moeder verleiden	verleidt	verleiden	1	2	singular	De moeder verleidt de persoon.
De moeder ziet	De moeder zien	ziet	zien	1	2	singular	De moeder ziet de persoon.
De moeder vermijdt	De moeder vermijden	vermijdt	vermijden	1	2	singular	De moeder vermijdt de persoon.
De moeder onderzoekt	De moeder onderzoeken	onderzoekt	onderzoeken	1	2	singular	De moeder onderzoekt de persoon.
De moeder groet	De moeder groeten	groet	groeten	1	2	singular	De moeder groet de persoon.
De moeder stimuleert	De moeder stimuleren	stimuleert	stimuleren	1	2	singular	De moeder stimuleert de persoon.
De moeder herkent	De moeder herkennen	herkent	herkennen	1	2	singular	De moeder herkent de persoon.
De moeder hoort	De moeder horen	hoort	horen	1	2	singular	De moeder hoort de persoon.
De moeder bekritiseert	De moeder bekritiseren	bekritiseert	bekritiseren	1	2	singular	De moeder bekritiseert de persoon.
De moeder kent	De moeder kennen	kent	kennen	1	2	singular	De moeder kent de persoon.
De moeder roept	De moeder roepen	roept	roepen	1	2	singular	De moeder roept de persoon.
De moeder mist	De moeder missen	mist	missen	1	2	singular	De moeder mist de persoon.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon.
De advocaat begrijpt	De advocaat begrijpen	begrijpt	begrijpen	1	2	singular	De advocaat begrijpt de persoon.
De advocaat vertrouwt	De advocaat vertrouwen	vertrouwt	vertrouwen	1	2	singular	De advocaat vertrouwt de persoon.
De advocaat verleidt	De advocaat verleiden	verleidt	verleiden	1	2	singular	De advocaat verleidt de persoon.
De advocaat ziet	De advocaat zien	ziet	zien	1	2	singular	De advocaat ziet de persoon.
De advocaat vermijdt	De advocaat vermijden	vermijdt	vermijden	1	2	singular	De advocaat vermijdt de persoon.
De advocaat onderzoekt	De advocaat onderzoeken	onderzoekt	onderzoeken	1	2	singular	De advocaat onderzoekt de persoon.
De advocaat groet	De advocaat groeten	groet	groeten	1	2	singular	De advocaat groet de persoon.
De advocaat stimuleert	De advocaat stimuleren	stimuleert	stimuleren	1	2	singular	De advocaat stimuleert de persoon.
De advocaat herkent	De advocaat herkennen	herkent	herkennen	1	2	singular	De advocaat herkent de persoon.
De advocaat hoort	De advocaat horen	hoort	horen	1	2	singular	De advocaat hoort de persoon.
De advocaat bekritiseert	De advocaat bekritiseren	bekritiseert	bekritiseren	1	2	singular	De advocaat bekritiseert de persoon.
De advocaat kent	De advocaat kennen	kent	kennen	1	2	singular	De advocaat kent de persoon.
De advocaat roept	De advocaat roepen	roept	roepen	1	2	singular	De advocaat roept de persoon.
De advocaat mist	De advocaat missen	mist	missen	1	2	singular	De advocaat mist de persoon.
De tante begrijpt	De tante begrijpen	begrijpt	begrijpen	1	2	singular	De tante begrijpt de persoon.
De tante vertrouwt	De tante vertrouwen	vertrouwt	vertrouwen	1	2	singular	De tante vertrouwt de persoon.
De tante verleidt	De tante verleiden	verleidt	verleiden	1	2	singular	De tante verleidt de persoon.
De tante ziet	De tante zien	ziet	zien	1	2	singular	De tante ziet de persoon.
De tante vermijdt	De tante vermijden	vermijdt	vermijden	1	2	singular	De tante vermijdt de persoon.
De tante onderzoekt	De tante onderzoeken	onderzoekt	onderzoeken	1	2	singular	De tante onderzoekt de persoon.
De tante groet	De tante groeten	groet	groeten	1	2	singular	De tante groet de persoon.
De tante stimuleert	De tante stimuleren	stimuleert	stimuleren	1	2	singular	De tante stimuleert de persoon.
De tante herkent	De tante herkennen	herkent	herkennen	1	2	singular	De tante herkent de persoon.
De tante hoort	De tante horen	hoort	horen	1	2	singular	De tante hoort de persoon.
De tante bekritiseert	De tante bekritiseren	bekritiseert	bekritiseren	1	2	singular	De tante bekritiseert de persoon.
De tante kent	De tante kennen	kent	kennen	1	2	singular	De tante kent de persoon.
De tante roept	De tante roepen	roept	roepen	1	2	singular	De tante roept de persoon.
De tante mist	De tante missen	mist	missen	1	2	singular	De tante mist de persoon.
De man begrijpt	De man begrijpen	begrijpt	begrijpen	1	2	singular	De man begrijpt de persoon.
De man vertrouwt	De man vertrouwen	vertrouwt	vertrouwen	1	2	singular	De man vertrouwt de persoon.
De man verleidt	De man verleiden	verleidt	verleiden	1	2	singular	De man verleidt de persoon.
De man ziet	De man zien	ziet	zien	1	2	singular	De man ziet de persoon.
De man vermijdt	De man vermijden	vermijdt	vermijden	1	2	singular	De man vermijdt de persoon.
De man onderzoekt	De man onderzoeken	onderzoekt	onderzoeken	1	2	singular	De man onderzoekt de persoon.
De man groet	De man groeten	groet	groeten	1	2	singular	De man groet de persoon.
De man stimuleert	De man stimuleren	stimuleert	stimuleren	1	2	singular	De man stimuleert de persoon.
De man herkent	De man herkennen	herkent	herkennen	1	2	singular	De man herkent de persoon.
De man hoort	De man horen	hoort	horen	1	2	singular	De man hoort de persoon.
De man bekritiseert	De man bekritiseren	bekritiseert	bekritiseren	1	2	singular	De man bekritiseert de persoon.
De man kent	De man kennen	kent	kennen	1	2	singular	De man kent de persoon.
De man roept	De man roepen	roept	roepen	1	2	singular	De man roept de persoon.
De man mist	De man missen	mist	missen	1	2	singular	De man mist de persoon.
De vader begrijpt	De vader begrijpen	begrijpt	begrijpen	1	2	singular	De vader begrijpt de persoon.
De vader vertrouwt	De vader vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vader vertrouwt de persoon.
De vader verleidt	De vader verleiden	verleidt	verleiden	1	2	singular	De vader verleidt de persoon.
De vader ziet	De vader zien	ziet	zien	1	2	singular	De vader ziet de persoon.
De vader vermijdt	De vader vermijden	vermijdt	vermijden	1	2	singular	De vader vermijdt de persoon.
De vader onderzoekt	De vader onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vader onderzoekt de persoon.
De vader groet	De vader groeten	groet	groeten	1	2	singular	De vader groet de persoon.
De vader stimuleert	De vader stimuleren	stimuleert	stimuleren	1	2	singular	De vader stimuleert de persoon.
De vader herkent	De vader herkennen	herkent	herkennen	1	2	singular	De vader herkent de persoon.
De vader hoort	De vader horen	hoort	horen	1	2	singular	De vader hoort de persoon.
De vader bekritiseert	De vader bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vader bekritiseert de persoon.
De vader kent	De vader kennen	kent	kennen	1	2	singular	De vader kent de persoon.
De vader roept	De vader roepen	roept	roepen	1	2	singular	De vader roept de persoon.
De vader mist	De vader missen	mist	missen	1	2	singular	De vader mist de persoon.
De dokter begrijpt	De dokter begrijpen	begrijpt	begrijpen	1	2	singular	De dokter begrijpt de persoon.
De dokter vertrouwt	De dokter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dokter vertrouwt de persoon.
De dokter verleidt	De dokter verleiden	verleidt	verleiden	1	2	singular	De dokter verleidt de persoon.
De dokter ziet	De dokter zien	ziet	zien	1	2	singular	De dokter ziet de persoon.
De dokter vermijdt	De dokter vermijden	vermijdt	vermijden	1	2	singular	De dokter vermijdt de persoon.
De dokter onderzoekt	De dokter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dokter onderzoekt de persoon.
De dokter groet	De dokter groeten	groet	groeten	1	2	singular	De dokter groet de persoon.
De dokter stimuleert	De dokter stimuleren	stimuleert	stimuleren	1	2	singular	De dokter stimuleert de persoon.
De dokter herkent	De dokter herkennen	herkent	herkennen	1	2	singular	De dokter herkent de persoon.
De dokter hoort	De dokter horen	hoort	horen	1	2	singular	De dokter hoort de persoon.
De dokter bekritiseert	De dokter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dokter bekritiseert de persoon.
De dokter kent	De dokter kennen	kent	kennen	1	2	singular	De dokter kent de persoon.
De dokter roept	De dokter roepen	roept	roepen	1	2	singular	De dokter roept de persoon.
De dokter mist	De dokter missen	mist	missen	1	2	singular	De dokter mist de persoon.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon.
De boer begrijpt	De boer begrijpen	begrijpt	begrijpen	1	2	singular	De boer begrijpt de persoon.
De boer vertrouwt	De boer vertrouwen	vertrouwt	vertrouwen	1	2	singular	De boer vertrouwt de persoon.
De boer verleidt	De boer verleiden	verleidt	verleiden	1	2	singular	De boer verleidt de persoon.
De boer ziet	De boer zien	ziet	zien	1	2	singular	De boer ziet de persoon.
De boer vermijdt	De boer vermijden	vermijdt	vermijden	1	2	singular	De boer vermijdt de persoon.
De boer onderzoekt	De boer onderzoeken	onderzoekt	onderzoeken	1	2	singular	De boer onderzoekt de persoon.
De boer groet	De boer groeten	groet	groeten	1	2	singular	De boer groet de persoon.
De boer stimuleert	De boer stimuleren	stimuleert	stimuleren	1	2	singular	De boer stimuleert de persoon.
De boer herkent	De boer herkennen	herkent	herkennen	1	2	singular	De boer herkent de persoon.
De boer hoort	De boer horen	hoort	horen	1	2	singular	De boer hoort de persoon.
De boer bekritiseert	De boer bekritiseren	bekritiseert	bekritiseren	1	2	singular	De boer bekritiseert de persoon.
De boer kent	De boer kennen	kent	kennen	1	2	singular	De boer kent de persoon.
De boer roept	De boer roepen	roept	roepen	1	2	singular	De boer roept de persoon.
De boer mist	De boer missen	mist	missen	1	2	singular	De boer mist de persoon.
De schrijver begrijpt	De schrijver begrijpen	begrijpt	begrijpen	1	2	singular	De schrijver begrijpt de persoon.
De schrijver vertrouwt	De schrijver vertrouwen	vertrouwt	vertrouwen	1	2	singular	De schrijver vertrouwt de persoon.
De schrijver verleidt	De schrijver verleiden	verleidt	verleiden	1	2	singular	De schrijver verleidt de persoon.
De schrijver ziet	De schrijver zien	ziet	zien	1	2	singular	De schrijver ziet de persoon.
De schrijver vermijdt	De schrijver vermijden	vermijdt	vermijden	1	2	singular	De schrijver vermijdt de persoon.
De schrijver onderzoekt	De schrijver onderzoeken	onderzoekt	onderzoeken	1	2	singular	De schrijver onderzoekt de persoon.
De schrijver groet	De schrijver groeten	groet	groeten	1	2	singular	De schrijver groet de persoon.
De schrijver stimuleert	De schrijver stimuleren	stimuleert	stimuleren	1	2	singular	De schrijver stimuleert de persoon.
De schrijver herkent	De schrijver herkennen	herkent	herkennen	1	2	singular	De schrijver herkent de persoon.
De schrijver hoort	De schrijver horen	hoort	horen	1	2	singular	De schrijver hoort de persoon.
De schrijver bekritiseert	De schrijver bekritiseren	bekritiseert	bekritiseren	1	2	singular	De schrijver bekritiseert de persoon.
De schrijver kent	De schrijver kennen	kent	kennen	1	2	singular	De schrijver kent de persoon.
De schrijver roept	De schrijver roepen	roept	roepen	1	2	singular	De schrijver roept de persoon.
De schrijver mist	De schrijver missen	mist	missen	1	2	singular	De schrijver mist de persoon.
De leraar begrijpt	De leraar begrijpen	begrijpt	begrijpen	1	2	singular	De leraar begrijpt de persoon.
De leraar vertrouwt	De leraar vertrouwen	vertrouwt	vertrouwen	1	2	singular	De leraar vertrouwt de persoon.
De leraar verleidt	De leraar verleiden	verleidt	verleiden	1	2	singular	De leraar verleidt de persoon.
De leraar ziet	De leraar zien	ziet	zien	1	2	singular	De leraar ziet de persoon.
De leraar vermijdt	De leraar vermijden	vermijdt	vermijden	1	2	singular	De leraar vermijdt de persoon.
De leraar onderzoekt	De leraar onderzoeken	onderzoekt	onderzoeken	1	2	singular	De leraar onderzoekt de persoon.
De leraar groet	De leraar groeten	groet	groeten	1	2	singular	De leraar groet de persoon.
De leraar stimuleert	De leraar stimuleren	stimuleert	stimuleren	1	2	singular	De leraar stimuleert de persoon.
De leraar herkent	De leraar herkennen	herkent	herkennen	1	2	singular	De leraar herkent de persoon.
De leraar hoort	De leraar horen	hoort	horen	1	2	singular	De leraar hoort de persoon.
De leraar bekritiseert	De leraar bekritiseren	bekritiseert	bekritiseren	1	2	singular	De leraar bekritiseert de persoon.
De leraar kent	De leraar kennen	kent	kennen	1	2	singular	De leraar kent de persoon.
De leraar roept	De leraar roepen	roept	roepen	1	2	singular	De leraar roept de persoon.
De leraar mist	De leraar missen	mist	missen	1	2	singular	De leraar mist de persoon.
De vrouw begrijpt	De vrouw begrijpen	begrijpt	begrijpen	1	2	singular	De vrouw begrijpt de persoon.
De vrouw vertrouwt	De vrouw vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vrouw vertrouwt de persoon.
De vrouw verleidt	De vrouw verleiden	verleidt	verleiden	1	2	singular	De vrouw verleidt de persoon.
De vrouw ziet	De vrouw zien	ziet	zien	1	2	singular	De vrouw ziet de persoon.
De vrouw vermijdt	De vrouw vermijden	vermijdt	vermijden	1	2	singular	De vrouw vermijdt de persoon.
De vrouw onderzoekt	De vrouw onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vrouw onderzoekt de persoon.
De vrouw groet	De vrouw groeten	groet	groeten	1	2	singular	De vrouw groet de persoon.
De vrouw stimuleert	De vrouw stimuleren	stimuleert	stimuleren	1	2	singular	De vrouw stimuleert de persoon.
De vrouw herkent	De vrouw herkennen	herkent	herkennen	1	2	singular	De vrouw herkent de persoon.
De vrouw hoort	De vrouw horen	hoort	horen	1	2	singular	De vrouw hoort de persoon.
De vrouw bekritiseert	De vrouw bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vrouw bekritiseert de persoon.
De vrouw kent	De vrouw kennen	kent	kennen	1	2	singular	De vrouw kent de persoon.
De vrouw roept	De vrouw roepen	roept	roepen	1	2	singular	De vrouw roept de persoon.
De vrouw mist	De vrouw missen	mist	missen	1	2	singular	De vrouw mist de persoon.
De atleet begrijpt	De atleet begrijpen	begrijpt	begrijpen	1	2	singular	De atleet begrijpt de persoon.
De atleet vertrouwt	De atleet vertrouwen	vertrouwt	vertrouwen	1	2	singular	De atleet vertrouwt de persoon.
De atleet verleidt	De atleet verleiden	verleidt	verleiden	1	2	singular	De atleet verleidt de persoon.
De atleet ziet	De atleet zien	ziet	zien	1	2	singular	De atleet ziet de persoon.
De atleet vermijdt	De atleet vermijden	vermijdt	vermijden	1	2	singular	De atleet vermijdt de persoon.
De atleet onderzoekt	De atleet onderzoeken	onderzoekt	onderzoeken	1	2	singular	De atleet onderzoekt de persoon.
De atleet groet	De atleet groeten	groet	groeten	1	2	singular	De atleet groet de persoon.
De atleet stimuleert	De atleet stimuleren	stimuleert	stimuleren	1	2	singular	De atleet stimuleert de persoon.
De atleet herkent	De atleet herkennen	herkent	herkennen	1	2	singular	De atleet herkent de persoon.
De atleet hoort	De atleet horen	hoort	horen	1	2	singular	De atleet hoort de persoon.
De atleet bekritiseert	De atleet bekritiseren	bekritiseert	bekritiseren	1	2	singular	De atleet bekritiseert de persoon.
De atleet kent	De atleet kennen	kent	kennen	1	2	singular	De atleet kent de persoon.
De atleet roept	De atleet roepen	roept	roepen	1	2	singular	De atleet roept de persoon.
De atleet mist	De atleet missen	mist	missen	1	2	singular	De atleet mist de persoon.
De inwoners begrijpen	De inwoners begrijpt	begrijpen	begrijpt	1	2	plural	De inwoners begrijpen de persoon.
De inwoners vertrouwen	De inwoners vertrouwt	vertrouwen	vertrouwt	1	2	plural	De inwoners vertrouwen de persoon.
De inwoners verleiden	De inwoners verleidt	verleiden	verleidt	1	2	plural	De inwoners verleiden de persoon.
De inwoners zien	De inwoners ziet	zien	ziet	1	2	plural	De inwoners zien de persoon.
De inwoners vermijden	De inwoners vermijdt	vermijden	vermijdt	1	2	plural	De inwoners vermijden de persoon.
De inwoners onderzoeken	De inwoners onderzoekt	onderzoeken	onderzoekt	1	2	plural	De inwoners onderzoeken de persoon.
De inwoners groeten	De inwoners groet	groeten	groet	1	2	plural	De inwoners groeten de persoon.
De inwoners stimuleren	De inwoners stimuleert	stimuleren	stimuleert	1	2	plural	De inwoners stimuleren de persoon.
De inwoners herkennen	De inwoners herkent	herkennen	herkent	1	2	plural	De inwoners herkennen de persoon.
De inwoners horen	De inwoners hoort	horen	hoort	1	2	plural	De inwoners horen de persoon.
De inwoners bekritiseren	De inwoners bekritiseert	bekritiseren	bekritiseert	1	2	plural	De inwoners bekritiseren de persoon.
De inwoners kennen	De inwoners kent	kennen	kent	1	2	plural	De inwoners kennen de persoon.
De inwoners roepen	De inwoners roept	roepen	roept	1	2	plural	De inwoners roepen de persoon.
De inwoners missen	De inwoners mist	missen	mist	1	2	plural	De inwoners missen de persoon.
De ooms begrijpen	De ooms begrijpt	begrijpen	begrijpt	1	2	plural	De ooms begrijpen de persoon.
De ooms vertrouwen	De ooms vertrouwt	vertrouwen	vertrouwt	1	2	plural	De ooms vertrouwen de persoon.
De ooms verleiden	De ooms verleidt	verleiden	verleidt	1	2	plural	De ooms verleiden de persoon.
De ooms zien	De ooms ziet	zien	ziet	1	2	plural	De ooms zien de persoon.
De ooms vermijden	De ooms vermijdt	vermijden	vermijdt	1	2	plural	De ooms vermijden de persoon.
De ooms onderzoeken	De ooms onderzoekt	onderzoeken	onderzoekt	1	2	plural	De ooms onderzoeken de persoon.
De ooms groeten	De ooms groet	groeten	groet	1	2	plural	De ooms groeten de persoon.
De ooms stimuleren	De ooms stimuleert	stimuleren	stimuleert	1	2	plural	De ooms stimuleren de persoon.
