agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De atleet onder Pat begrijpt	De atleet onder Pat begrijpen	begrijpt	begrijpen	1	4	singular	De atleet onder Pat begrijpt de persoon.
De oom achter Barbara mist	De oom achter Barbara missen	mist	missen	1	4	singular	De oom achter Barbara mist de persoon.
De dichter bij Barbara stimuleert	De dichter bij Barbara stimuleren	stimuleert	stimuleren	1	4	singular	De dichter bij Barbara stimuleert de persoon.
De schrijver op Sue vertrouwt	De schrijver op Sue vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver op Sue vertrouwt de persoon.
De atleet achter Pat begrijpt	De atleet achter Pat begrijpen	begrijpt	begrijpen	1	4	singular	De atleet achter Pat begrijpt de persoon.
De schrijver op Barbara ziet	De schrijver op Barbara zien	ziet	zien	1	4	singular	De schrijver op Barbara ziet de persoon.
De zanger op Pat mist	De zanger op Pat missen	mist	missen	1	4	singular	De zanger op Pat mist de persoon.
De vader bij Bill hoort	De vader bij Bill horen	hoort	horen	1	4	singular	De vader bij Bill hoort de persoon.
De moeder op Bill begrijpt	De moeder op Bill begrijpen	begrijpt	begrijpen	1	4	singular	De moeder op Bill begrijpt de persoon.
De zanger op John herkent	De zanger op John herkennen	herkent	herkennen	1	4	singular	De zanger op John herkent de persoon.
De inwoner bij Linda kent	De inwoner bij Linda kennen	kent	kennen	1	4	singular	De inwoner bij Linda kent de persoon.
De vader onder John onderzoekt	De vader onder John onderzoeken	onderzoekt	onderzoeken	1	4	singular	De vader onder John onderzoekt de persoon.
De vader op Linda begrijpt	De vader op Linda begrijpen	begrijpt	begrijpen	1	4	singular	De vader op Linda begrijpt de persoon.
De tante naast John begrijpt	De tante naast John begrijpen	begrijpt	begrijpen	1	4	singular	De tante naast John begrijpt de persoon.
De jongen naast Jim vertrouwt	De jongen naast Jim vertrouwen	vertrouwt	vertrouwen	1	4	singular	De jongen naast Jim vertrouwt de persoon.
De oom naast Bob kent	De oom naast Bob kennen	kent	kennen	1	4	singular	De oom naast Bob kent de persoon.
De man onder Barbara hoort	De man onder Barbara horen	hoort	horen	1	4	singular	De man onder Barbara hoort de persoon.
De dichter bij John verleidt	De dichter bij John verleiden	verleidt	verleiden	1	4	singular	De dichter bij John verleidt de persoon.
De jongen bij Bob hoort	De jongen bij Bob horen	hoort	horen	1	4	singular	De jongen bij Bob hoort de persoon.
De oom achter Mike groet	De oom achter Mike groeten	groet	groeten	1	4	singular	De oom achter Mike groet de persoon.
De inwoner op Linda roept	De inwoner op Linda roepen	roept	roepen	1	4	singular	De inwoner op Linda roept de persoon.
De tante op Mary vertrouwt	De tante op Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De tante op Mary vertrouwt de persoon.
De atleet bij Barbara kent	De atleet bij Barbara kennen	kent	kennen	1	4	singular	De atleet bij Barbara kent de persoon.
De dokter onder Bob herkent	De dokter onder Bob herkennen	herkent	herkennen	1	4	singular	De dokter onder Bob herkent de persoon.
De oom onder Mike onderzoekt	De oom onder Mike onderzoeken	onderzoekt	onderzoeken	1	4	singular	De oom onder Mike onderzoekt de persoon.
De moeder achter John stimuleert	De moeder achter John stimuleren	stimuleert	stimuleren	1	4	singular	De moeder achter John stimuleert de persoon.
De vrouw bij Pat mist	De vrouw bij Pat missen	mist	missen	1	4	singular	De vrouw bij Pat mist de persoon.
De boer bij Mike bekritiseert	De boer bij Mike bekritiseren	bekritiseert	bekritiseren	1	4	singular	De boer bij Mike bekritiseert de persoon.
De leraar bij Sue begrijpt	De leraar bij Sue begrijpen	begrijpt	begrijpen	1	4	singular	De leraar bij Sue begrijpt de persoon.
De zanger bij Pat groet	De zanger bij Pat groeten	groet	groeten	1	4	singular	De zanger bij Pat groet de persoon.
De dokter op Barbara mist	De dokter op Barbara missen	mist	missen	1	4	singular	De dokter op Barbara mist de persoon.
De schrijver onder Jim hoort	De schrijver onder Jim horen	hoort	horen	1	4	singular	De schrijver onder Jim hoort de persoon.
De jongen achter Mike stimuleert	De jongen achter Mike stimuleren	stimuleert	stimuleren	1	4	singular	De jongen achter Mike stimuleert de persoon.
De tante onder Pat herkent	De tante onder Pat herkennen	herkent	herkennen	1	4	singular	De tante onder Pat herkent de persoon.
De inwoner achter Mike vermijdt	De inwoner achter Mike vermijden	vermijdt	vermijden	1	4	singular	De inwoner achter Mike vermijdt de persoon.
De atleet naast Linda ziet	De atleet naast Linda zien	ziet	zien	1	4	singular	De atleet naast Linda ziet de persoon.
De vrouw op Bill kent	De vrouw op Bill kennen	kent	kennen	1	4	singular	De vrouw op Bill kent de persoon.
De vrouw achter John bekritiseert	De vrouw achter John bekritiseren	bekritiseert	bekritiseren	1	4	singular	De vrouw achter John bekritiseert de persoon.
De jongen onder Barbara vertrouwt	De jongen onder Barbara vertrouwen	vertrouwt	vertrouwen	1	4	singular	De jongen onder Barbara vertrouwt de persoon.
De moeder achter Bill onderzoekt	De moeder achter Bill onderzoeken	onderzoekt	onderzoeken	1	4	singular	De moeder achter Bill onderzoekt de persoon.
De jongen bij Barbara ziet	De jongen bij Barbara zien	ziet	zien	1	4	singular	De jongen bij Barbara ziet de persoon.
De oom op John roept	De oom op John roepen	roept	roepen	1	4	singular	De oom op John roept de persoon.
De vrouw onder Sue stimuleert	De vrouw onder Sue stimuleren	stimuleert	stimuleren	1	4	singular	De vrouw onder Sue stimuleert de persoon.
De inwoner op Sue bekritiseert	De inwoner op Sue bekritiseren	bekritiseert	bekritiseren	1	4	singular	De inwoner op Sue bekritiseert de persoon.
De dichter achter Mary groet	De dichter achter Mary groeten	groet	groeten	1	4	singular	De dichter achter Mary groet de persoon.
De jongen onder Bill verleidt	De jongen onder Bill verleiden	verleidt	verleiden	1	4	singular	De jongen onder Bill verleidt de persoon.
De boer naast Bill onderzoekt	De boer naast Bill onderzoeken	onderzoekt	onderzoeken	1	4	singular	De boer naast Bill onderzoekt de persoon.
De atleet naast Mike groet	De atleet naast Mike groeten	groet	groeten	1	4	singular	De atleet naast Mike groet de persoon.
De moeder bij Mike vertrouwt	De moeder bij Mike vertrouwen	vertrouwt	vertrouwen	1	4	singular	De moeder bij Mike vertrouwt de persoon.
De vrouw naast Sue hoort	De vrouw naast Sue horen	hoort	horen	1	4	singular	De vrouw naast Sue hoort de persoon.
De schrijver naast Barbara vermijdt	De schrijver naast Barbara vermijden	vermijdt	vermijden	1	4	singular	De schrijver naast Barbara vermijdt de persoon.
De tante achter Barbara ziet	De tante achter Barbara zien	ziet	zien	1	4	singular	De tante achter Barbara ziet de persoon.
De inwoner achter Sue herkent	De inwoner achter Sue herkennen	herkent	herkennen	1	4	singular	De inwoner achter Sue herkent de persoon.
De dokter naast Sue kent	De dokter naast Sue kennen	kent	kennen	1	4	singular	De dokter naast Sue kent de persoon.
De advocaat op Sue mist	De advocaat op Sue missen	mist	missen	1	4	singular	De advocaat op Sue mist de persoon.
De boer achter Barbara onderzoekt	De boer achter Barbara onderzoeken	onderzoekt	onderzoeken	1	4	singular	De boer achter Barbara onderzoekt de persoon.
De persoon op Bob herkent	De persoon op Bob herkennen	herkent	herkennen	1	4	singular	De persoon op Bob herkent de persoon.
De atleet onder John groet	De atleet onder John groeten	groet	groeten	1	4	singular	De atleet onder John groet de persoon.
De vriend onder Bill herkent	De vriend onder Bill herkennen	herkent	herkennen	1	4	singular	De vriend onder Bill herkent de persoon.
De dichter op Barbara verleidt	De dichter op Barbara verleiden	verleidt	verleiden	1	4	singular	De dichter op Barbara verleidt de persoon.
De inwoner bij Jim begrijpt	De inwoner bij Jim begrijpen	begrijpt	begrijpen	1	4	singular	De inwoner bij Jim begrijpt de persoon.
De tante naast Sue herkent	De tante naast Sue herkennen	herkent	herkennen	1	4	singular	De tante naast Sue herkent de persoon.
De dichter achter Mary bekritiseert	De dichter achter Mary bekritiseren	bekritiseert	bekritiseren	1	4	singular	De dichter achter Mary bekritiseert de persoon.
De zanger achter Mary vertrouwt	De zanger achter Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De zanger achter Mary vertrouwt de persoon.
De atleet achter Jim ziet	De atleet achter Jim zien	ziet	zien	1	4	singular	De atleet achter Jim ziet de persoon.
De leraar op Bill vertrouwt	De leraar op Bill vertrouwen	vertrouwt	vertrouwen	1	4	singular	De leraar op Bill vertrouwt de persoon.
De moeder op John begrijpt	De moeder op John begrijpen	begrijpt	begrijpen	1	4	singular	De moeder op John begrijpt de persoon.
De atleet achter Barbara mist	De atleet achter Barbara missen	mist	missen	1	4	singular	De atleet achter Barbara mist de persoon.
De jongen naast Sue stimuleert	De jongen naast Sue stimuleren	stimuleert	stimuleren	1	4	singular	De jongen naast Sue stimuleert de persoon.
De jongen bij Pat roept	De jongen bij Pat roepen	roept	roepen	1	4	singular	De jongen bij Pat roept de persoon.
De zanger naast Barbara onderzoekt	De zanger naast Barbara onderzoeken	onderzoekt	onderzoeken	1	4	singular	De zanger naast Barbara onderzoekt de persoon.
De schrijver onder Linda bekritiseert	De schrijver onder Linda bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver onder Linda bekritiseert de persoon.
De jongen bij Sue verleidt	De jongen bij Sue verleiden	verleidt	verleiden	1	4	singular	De jongen bij Sue verleidt de persoon.
De leraar achter Barbara herkent	De leraar achter Barbara herkennen	herkent	herkennen	1	4	singular	De leraar achter Barbara herkent de persoon.
De inwoner op Linda hoort	De inwoner op Linda horen	hoort	horen	1	4	singular	De inwoner op Linda hoort de persoon.
De advocaat onder Bob groet	De advocaat onder Bob groeten	groet	groeten	1	4	singular	De advocaat onder Bob groet de persoon.
De meid op Mike ziet	De meid op Mike zien	ziet	zien	1	4	singular	De meid op Mike ziet de persoon.
De man op Bob roept	De man op Bob roepen	roept	roepen	1	4	singular	De man op Bob roept de persoon.
De vrouw achter Mary stimuleert	De vrouw achter Mary stimuleren	stimuleert	stimuleren	1	4	singular	De vrouw achter Mary stimuleert de persoon.
De dokter op Mike onderzoekt	De dokter op Mike onderzoeken	onderzoekt	onderzoeken	1	4	singular	De dokter op Mike onderzoekt de persoon.
De boer naast Barbara vertrouwt	De boer naast Barbara vertrouwen	vertrouwt	vertrouwen	1	4	singular	De boer naast Barbara vertrouwt de persoon.
De vrouw onder Linda vermijdt	De vrouw onder Linda vermijden	vermijdt	vermijden	1	4	singular	De vrouw onder Linda vermijdt de persoon.
De schrijver bij Sue stimuleert	De schrijver bij Sue stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Sue stimuleert de persoon.
De dokter bij Linda ziet	De dokter bij Linda zien	ziet	zien	1	4	singular	De dokter bij Linda ziet de persoon.
De meid achter Sue stimuleert	De meid achter Sue stimuleren	stimuleert	stimuleren	1	4	singular	De meid achter Sue stimuleert de persoon.
De moeder naast Mike groet	De moeder naast Mike groeten	groet	groeten	1	4	singular	De moeder naast Mike groet de persoon.
De atleet onder Barbara verleidt	De atleet onder Barbara verleiden	verleidt	verleiden	1	4	singular	De atleet onder Barbara verleidt de persoon.
De vader naast Mike bekritiseert	De vader naast Mike bekritiseren	bekritiseert	bekritiseren	1	4	singular	De vader naast Mike bekritiseert de persoon.
De dichter achter John kent	De dichter achter John kennen	kent	kennen	1	4	singular	De dichter achter John kent de persoon.
De oom naast Bob mist	De oom naast Bob missen	mist	missen	1	4	singular	De oom naast Bob mist de persoon.
De vriend naast Mary onderzoekt	De vriend naast Mary onderzoeken	onderzoekt	onderzoeken	1	4	singular	De vriend naast Mary onderzoekt de persoon.
De tante bij Linda roept	De tante bij Linda roepen	roept	roepen	1	4	singular	De tante bij Linda roept de persoon.
De advocaat onder John hoort	De advocaat onder John horen	hoort	horen	1	4	singular	De advocaat onder John hoort de persoon.
De meid achter John vermijdt	De meid achter John vermijden	vermijdt	vermijden	1	4	singular	De meid achter John vermijdt de persoon.
De dichter bij Mary kent	De dichter bij Mary kennen	kent	kennen	1	4	singular	De dichter bij Mary kent de persoon.
De vriend naast Bill vermijdt	De vriend naast Bill vermijden	vermijdt	vermijden	1	4	singular	De vriend naast Bill vermijdt de persoon.
De zanger op Pat kent	De zanger op Pat kennen	kent	kennen	1	4	singular	De zanger op Pat kent de persoon.
De atleet bij Mike herkent	De atleet bij Mike herkennen	herkent	herkennen	1	4	singular	De atleet bij Mike herkent de persoon.
De moeder op Bob hoort	De moeder op Bob horen	hoort	horen	1	4	singular	De moeder op Bob hoort de persoon.
De meid naast Barbara herkent	De meid naast Barbara herkennen	herkent	herkennen	1	4	singular	De meid naast Barbara herkent de persoon.
De jongen achter Mike herkent	De jongen achter Mike herkennen	herkent	herkennen	1	4	singular	De jongen achter Mike herkent de persoon.
De inwoner naast Mike groet	De inwoner naast Mike groeten	groet	groeten	1	4	singular	De inwoner naast Mike groet de persoon.
De dokter onder Bill herkent	De dokter onder Bill herkennen	herkent	herkennen	1	4	singular	De dokter onder Bill herkent de persoon.
De vrouw naast Sue stimuleert	De vrouw naast Sue stimuleren	stimuleert	stimuleren	1	4	singular	De vrouw naast Sue stimuleert de persoon.
De dichter onder Mary hoort	De dichter onder Mary horen	hoort	horen	1	4	singular	De dichter onder Mary hoort de persoon.
De persoon naast Jim vertrouwt	De persoon naast Jim vertrouwen	vertrouwt	vertrouwen	1	4	singular	De persoon naast Jim vertrouwt de persoon.
De man onder Bill hoort	De man onder Bill horen	hoort	horen	1	4	singular	De man onder Bill hoort de persoon.
De boer naast Mary roept	De boer naast Mary roepen	roept	roepen	1	4	singular	De boer naast Mary roept de persoon.
De vader onder Jim begrijpt	De vader onder Jim begrijpen	begrijpt	begrijpen	1	4	singular	De vader onder Jim begrijpt de persoon.
De oom bij Bill hoort	De oom bij Bill horen	hoort	horen	1	4	singular	De oom bij Bill hoort de persoon.
De persoon naast Pat kent	De persoon naast Pat kennen	kent	kennen	1	4	singular	De persoon naast Pat kent de persoon.
De schrijver achter Pat bekritiseert	De schrijver achter Pat bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver achter Pat bekritiseert de persoon.
De oom bij Linda begrijpt	De oom bij Linda begrijpen	begrijpt	begrijpen	1	4	singular	De oom bij Linda begrijpt de persoon.
De persoon naast Jim groet	De persoon naast Jim groeten	groet	groeten	1	4	singular	De persoon naast Jim groet de persoon.
De leraar achter Jim vermijdt	De leraar achter Jim vermijden	vermijdt	vermijden	1	4	singular	De leraar achter Jim vermijdt de persoon.
De atleet achter John onderzoekt	De atleet achter John onderzoeken	onderzoekt	onderzoeken	1	4	singular	De atleet achter John onderzoekt de persoon.
De vrouw achter Pat mist	De vrouw achter Pat missen	mist	missen	1	4	singular	De vrouw achter Pat mist de persoon.
De schrijver bij Mary vertrouwt	De schrijver bij Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Mary vertrouwt de persoon.
De schrijver bij Mike vertrouwt	De schrijver bij Mike vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Mike vertrouwt de persoon.
De meid naast Mike vermijdt	De meid naast Mike vermijden	vermijdt	vermijden	1	4	singular	De meid naast Mike vermijdt de persoon.
De tante naast Barbara mist	De tante naast Barbara missen	mist	missen	1	4	singular	De tante naast Barbara mist de persoon.
De vrouw onder Linda groet	De vrouw onder Linda groeten	groet	groeten	1	4	singular	De vrouw onder Linda groet de persoon.
De dokter onder Jim hoort	De dokter onder Jim horen	hoort	horen	1	4	singular	De dokter onder Jim hoort de persoon.
De boer achter Mike mist	De boer achter Mike missen	mist	missen	1	4	singular	De boer achter Mike mist de persoon.
De persoon achter Bill herkent	De persoon achter Bill herkennen	herkent	herkennen	1	4	singular	De persoon achter Bill herkent de persoon.
De vader naast Mary begrijpt	De vader naast Mary begrijpen	begrijpt	begrijpen	1	4	singular	De vader naast Mary begrijpt de persoon.
De man op Bill hoort	De man op Bill horen	hoort	horen	1	4	singular	De man op Bill hoort de persoon.
De boer achter Sue verleidt	De boer achter Sue verleiden	verleidt	verleiden	1	4	singular	De boer achter Sue verleidt de persoon.
De advocaat achter Barbara herkent	De advocaat achter Barbara herkennen	herkent	herkennen	1	4	singular	De advocaat achter Barbara herkent de persoon.
De atleet op Bob stimuleert	De atleet op Bob stimuleren	stimuleert	stimuleren	1	4	singular	De atleet op Bob stimuleert de persoon.
De vriend naast Linda hoort	De vriend naast Linda horen	hoort	horen	1	4	singular	De vriend naast Linda hoort de persoon.
De dichter naast Bill roept	De dichter naast Bill roepen	roept	roepen	1	4	singular	De dichter naast Bill roept de persoon.
De dokter onder Jim stimuleert	De dokter onder Jim stimuleren	stimuleert	stimuleren	1	4	singular	De dokter onder Jim stimuleert de persoon.
De tante naast Pat vermijdt	De tante naast Pat vermijden	vermijdt	vermijden	1	4	singular	De tante naast Pat vermijdt de persoon.
De persoon onder Pat verleidt	De persoon onder Pat verleiden	verleidt	verleiden	1	4	singular	De persoon onder Pat verleidt de persoon.
De atleet onder Mike onderzoekt	De atleet onder Mike onderzoeken	onderzoekt	onderzoeken	1	4	singular	De atleet onder Mike onderzoekt de persoon.
De tante naast Mary kent	De tante naast Mary kennen	kent	kennen	1	4	singular	De tante naast Mary kent de persoon.
De dokter op John verleidt	De dokter op John verleiden	verleidt	verleiden	1	4	singular	De dokter op John verleidt de persoon.
De advocaat bij Mary stimuleert	De advocaat bij Mary stimuleren	stimuleert	stimuleren	1	4	singular	De advocaat bij Mary stimuleert de persoon.
De leraar achter Pat roept	De leraar achter Pat roepen	roept	roepen	1	4	singular	De leraar achter Pat roept de persoon.
De persoon achter Barbara hoort	De persoon achter Barbara horen	hoort	horen	1	4	singular	De persoon achter Barbara hoort de persoon.
De oom bij Mike roept	De oom bij Mike roepen	roept	roepen	1	4	singular	De oom bij Mike roept de persoon.
De dokter naast Mary vertrouwt	De dokter naast Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De dokter naast Mary vertrouwt de persoon.
De jongen bij Jim begrijpt	De jongen bij Jim begrijpen	begrijpt	begrijpen	1	4	singular	De jongen bij Jim begrijpt de persoon.
De moeder bij Linda ziet	De moeder bij Linda zien	ziet	zien	1	4	singular	De moeder bij Linda ziet de persoon.
De atleet bij Bill begrijpt	De atleet bij Bill begrijpen	begrijpt	begrijpen	1	4	singular	De atleet bij Bill begrijpt de persoon.
De man achter Barbara ziet	De man achter Barbara zien	ziet	zien	1	4	singular	De man achter Barbara ziet de persoon.
De meid achter Pat vermijdt	De meid achter Pat vermijden	vermijdt	vermijden	1	4	singular	De meid achter Pat vermijdt de persoon.
De meid naast Sue kent	De meid naast Sue kennen	kent	kennen	1	4	singular	De meid naast Sue kent de persoon.
De tante naast Mike mist	De tante naast Mike missen	mist	missen	1	4	singular	De tante naast Mike mist de persoon.
De zanger naast Mike hoort	De zanger naast Mike horen	hoort	horen	1	4	singular	De zanger naast Mike hoort de persoon.
De persoon onder Pat kent	De persoon onder Pat kennen	kent	kennen	1	4	singular	De persoon onder Pat kent de persoon.
De vader op John groet	De vader op John groeten	groet	groeten	1	4	singular	De vader op John groet de persoon.
De man onder Mary vermijdt	De man onder Mary vermijden	vermijdt	vermijden	1	4	singular	De man onder Mary vermijdt de persoon.
De persoon onder Sue kent	De persoon onder Sue kennen	kent	kennen	1	4	singular	De persoon onder Sue kent de persoon.
De jongen achter Sue stimuleert	De jongen achter Sue stimuleren	stimuleert	stimuleren	1	4	singular	De jongen achter Sue stimuleert de persoon.
De dokter naast Mary bekritiseert	De dokter naast Mary bekritiseren	bekritiseert	bekritiseren	1	4	singular	De dokter naast Mary bekritiseert de persoon.
De dokter op Bob herkent	De dokter op Bob herkennen	herkent	herkennen	1	4	singular	De dokter op Bob herkent de persoon.
De vader achter Jim hoort	De vader achter Jim horen	hoort	horen	1	4	singular	De vader achter Jim hoort de persoon.
De schrijver onder Mary vermijdt	De schrijver onder Mary vermijden	vermijdt	vermijden	1	4	singular	De schrijver onder Mary vermijdt de persoon.
De inwoner bij Bob hoort	De inwoner bij Bob horen	hoort	horen	1	4	singular	De inwoner bij Bob hoort de persoon.
De dichter onder Linda verleidt	De dichter onder Linda verleiden	verleidt	verleiden	1	4	singular	De dichter onder Linda verleidt de persoon.
De jongen bij Bill mist	De jongen bij Bill missen	mist	missen	1	4	singular	De jongen bij Bill mist de persoon.
De dichter op Mike onderzoekt	De dichter op Mike onderzoeken	onderzoekt	onderzoeken	1	4	singular	De dichter op Mike onderzoekt de persoon.
De dichter naast Bob kent	De dichter naast Bob kennen	kent	kennen	1	4	singular	De dichter naast Bob kent de persoon.
De atleet op Jim roept	De atleet op Jim roepen	roept	roepen	1	4	singular	De atleet op Jim roept de persoon.
De man naast Sue begrijpt	De man naast Sue begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Sue begrijpt de persoon.
De schrijver bij Bob mist	De schrijver bij Bob missen	mist	missen	1	4	singular	De schrijver bij Bob mist de persoon.
De atleet onder Jim kent	De atleet onder Jim kennen	kent	kennen	1	4	singular	De atleet onder Jim kent de persoon.
De meid naast Sue begrijpt	De meid naast Sue begrijpen	begrijpt	begrijpen	1	4	singular	De meid naast Sue begrijpt de persoon.
